x_1,x_2,x_3,y
-0.3212170231823309,-0.239083752036426,-0.2530027372532287,0
-0.38909584840677014,-0.19382484985732656,-0.30197066031829706,1
-0.5712776998797958,-0.285016582647728,-0.4482983363009792,1
-0.30413169846781696,-0.018831622144882695,-0.722662728768493,1
-0.02043657907290336,-0.11205661853962288,-0.10768322439247946,1
-0.5867489571437843,-0.27257070348053286,-0.4928015369689378,1
-0.41543063724935925,-0.1515461620925156,-0.24335317594334663,0
0.3327829998237547,0.023854278584426306,0.03389168258682122,1
-0.4186827475828184,-0.258919963870874,-0.28872051643010466,1
-0.37631956487781937,-0.23853251010051874,-0.25300273725322875,0
0.41752300362716765,0.10937715541547409,0.13456397147647517,1
0.5594554763650724,0.36422914750655927,0.3786834702861573,1
-0.781570007617527,-0.4241962655012704,-0.44152924105374625,1
0.06922864576663035,-0.3348337617696626,0.011424047298144049,0
0.3912002059468632,0.17894071079522372,0.6206426195488561,0
-0.3270902641201079,-0.19902104126326642,-0.20979574631346037,0
0.4449771200465287,0.41489226749256264,0.262600687961318,1
-0.2693305205854415,-0.16952479413938232,-0.2463776653091309,1
0.13812253138205322,-0.07136845834289511,-0.0772943074315126,1
-0.7773881202517152,-0.4407886372284587,-0.38334382658819316,1
0.2491304489607754,-0.0016766843026548295,0.16236046898106138,0
0.17032138750773979,-0.20346935501869046,0.07637855701092364,0
0.47517345358516283,0.48404853609535275,0.21982576693095018,0
0.22507619547447183,0.1235352321744362,0.0966858427526127,0
0.5128210959541211,0.3721226154062657,0.25972022189866883,0
0.46940262816384626,0.4449931049125832,0.3344683162244656,0
0.23978457738676215,0.10994615765779721,-0.03797594567632156,0
-0.30654520142986874,-0.24215193098512316,-0.17206164089273465,1
0.4620633007832661,0.4426008892254596,0.3258269180365116,0
-0.6422509209280823,-0.34354847452783815,-0.26121206553178544,1
-0.5234195955241244,-0.08162608092670183,-0.2515625042219017,0
0.07086088430983808,-0.10549957988808074,0.10806368370008879,1
-0.3258546798125628,-0.18331783272810787,-0.34316132501421076,1
-0.22002440726543218,-0.156804111468332,-0.18329545853707402,1
-0.7233158831084233,-0.36155142679861524,-0.4049473220580773,1
0.42367858826365246,0.3461357631716559,0.5615930652645051,0
-0.24227690470063454,-0.1626482487537232,-0.2527146906469649,1
0.489571797426002,0.4852836118554307,0.17517854295985966,0
0.46537491495626937,0.4695767164530579,0.23696454000372308,0
0.5051582031248608,0.284174154455729,0.08545202510827495,1
0.8402510659911995,0.5806840467513612,0.5922700288317391,1
-0.7853854793539998,-0.4484652395594288,-0.313204477962638,1
-0.34538254435085436,-0.18585619979295237,-0.40912399784891845,1
0.4086534517047967,0.34917990941194993,0.464809405559427,0
0.22928393254930668,-0.02430157520001061,0.13499604138587565,0
0.3700742366802976,0.3206683983185266,0.15573539703696362,0
0.44815455823652295,0.43014647292771396,0.2392689128538447,0
-0.49651316540767076,-0.06435043813554243,-0.46284468991736505,1
0.23262657369842754,0.04326059063946601,0.13441994817334485,0
-0.41189156870607735,-0.1941938649490007,-0.44671407996651863,1
-0.2871964720191983,-0.20548148774617586,-0.2097957463134604,0
0.4220736478214271,0.34145814649911826,0.5615930652645051,0
0.6711427101367,0.5604313443385409,0.4658175686813534,1
0.4668275289889483,0.4234236198897925,0.2157931144432394,0
0.3740866120558015,0.05917098172324427,-0.03811996897945506,1
-0.10259708044908794,-0.1538366985982747,-0.06001151105560783,0
0.43163406607857113,0.015909191864493244,0.027410633945856928,1
0.45505415785221837,0.40754025279710276,0.40792020082206887,0
-0.5683607088887096,-0.3128512716866786,-0.213828398801176,1
0.41890169044572234,0.40890443329662857,0.25136687031697547,0
0.3960079068412834,0.3560045795740444,0.3032152594446994,0
-0.20978479075561643,-0.17855804986192775,-0.19726571894092912,0
-0.7422720200722404,-0.36882368416959993,-0.43216772635013123,1
-0.7613714468209026,-0.309934539602396,-0.4494505227260344,1
-0.46378612322880175,-0.2697105494533281,-0.1415287006286295,1
-0.42703397793530684,-0.20118878965516823,-0.30945987208118947,1
-0.20261822548208466,-0.1872050829549396,-0.1972657189409291,0
-0.49200220552683094,-0.23496403008546324,-0.4109963007896444,1
0.12878439309232959,0.011383797931819942,-0.051082066261390044,0
0.4270589700054688,0.1145483501561358,-0.003410352924512028,1
0.36226877683230996,0.3004607123700253,0.16956163413769,0
-0.2500121022755527,-0.15846194842714212,-0.1909286936030999,1
0.28661598754505657,0.19638289533369285,0.09769400587454401,0
-0.7901467505001797,-0.34266792419046843,-0.33077532094480977,1
0.3412583208198816,0.27207629161676566,0.19807824815793415,0
0.45052641291098294,0.4644019862154362,0.31041642460132796,0
0.7894101230671313,0.544014828080552,0.5922700288317391,1
-0.7188198911799387,-0.35805122698842656,-0.3662050535154187,1
0.0007818910656497147,-0.09174913102450714,0.11152024297526879,0
-0.09008688012602731,-0.14010432852612625,-0.09832170968886275,0
0.39107712260227667,0.1297452333276728,0.11900945473816119,1
0.0435383426226165,-0.06321357836295942,-0.10797127099874644,1
-0.7089585405092569,-0.33092800277594697,-0.43922486820362305,1
0.4439393593701255,0.1600493604551077,0.11800129161623148,1
0.4656521550669219,0.28499342795027016,0.1517027445492528,1
0.15672074805854458,-0.09370443343374461,0.029138913583447716,1
0.15592054359620264,0.0464112053594163,0.07220188122007776,0
0.3687968855534055,0.3076210462026652,0.2844922300374708,0
0.5107972358141664,0.27388101403789267,0.19174122282010014,0
0.09596073615401515,-0.09671036695411221,0.045125500231160603,1
0.33421410534339946,0.023309739178801428,-0.02472580178812759,1
0.48160860985449727,0.4186880966084106,0.36903390897627997,1
0.16777895281143557,-0.20910345128839591,0.07637855701092366,0
-0.6606483774592405,-0.293221829659558,-0.45132282566675863,1
0.18679699893676122,-0.0665560797016898,-0.10077010584212107,1
0.5308299942650851,0.3304410952880379,0.31372896057337607,1
-0.45358814545391846,-0.1601928367190783,-0.2515625042219017,0
-0.6692810250003126,-0.22519585921928792,-0.4027869725110893,1
0.15766023054389072,-0.09870575174625133,0.05880771402875508,0
0.21016016372085503,0.08015373031535296,0.03734824186200121,0
0.17491542787574899,-0.1926891203692333,0.07637855701092364,0
0.40533484227381045,0.36395364294777893,0.29226948840662537,0
0.22701434698500716,0.0799491320483766,0.13441994817334485,0
-0.5508192306053558,-0.08808979996185078,-0.2515625042219017,0
0.40508275032466934,0.33043104065899864,0.5022554643738919,0
-0.2171509399594541,-0.18031483980356167,-0.1972657189409291,0
-0.08234587295372145,-0.137417516804119,-0.09515319701994657,0
0.4312584462351666,0.39697547378680753,0.38746889177724475,0
0.5201679054462678,0.4975083062684529,0.2742665755150563,1
-0.568154397603376,-0.038367792581948834,-0.7137332839742736,1
0.4265993946769111,0.11522981661964611,-0.003410352924512021,1
0.4640439845348622,0.2648071683459581,0.07104969479502254,1
0.43117867893075346,0.42363969638020404,0.31905782278928513,0
0.4682020137755264,0.4709572868359225,0.24474179837288088,1
0.28760110716135634,0.0855990061780852,0.18943684996998333,1
-0.7447863996617128,-0.2997695902826186,-0.44296947408507015,1
0.3600723722812925,0.046103277430919035,-0.02472580178812759,1
0.11754533252257368,-0.2586675164219509,0.02885086697718232,0
0.5265364997888408,0.4828679844681564,0.4073441076095349,1
0.01792984368360879,-0.10453168085808638,-0.10768322439247946,1
-0.3683160987553763,-0.20143241381752086,-0.2979380078305846,1
-0.4544633187897458,0.00828754892469595,-0.4229502349496464,1
0.22146624090191272,-0.04639398817113259,0.06298438981959617,1
0.5266234721623823,0.11871535540230041,0.13686834432659675,1
0.03187598501459938,-0.06269237385964126,-0.021269242512947588,0
0.5342505124250241,0.531258942580707,0.3491586931439881,1
-0.509140274635566,-0.1537775544945278,-0.2515625042219017,0
0.4486203173931663,0.4581438029098195,0.32697910446157163,1
0.310350238363118,0.15667945686061363,0.32510680152085053,0
-0.632121553374085,-0.3636159084449955,-0.3516586998990296,1
0.4785501787713262,0.35723700317772905,0.08458788528948194,1
-0.16127364229146965,-0.18237858239719712,-0.11229197009272104,0
0.3972932186724172,0.28689250133642596,0.5967347512288519,0
0.1401611103330638,-0.0764407651050198,-0.03610364273560206,1
0.22662818727210318,-0.06963611807425783,0.13499604138587565,0
0.4735608343866773,0.26798389502594194,0.6311563206775296,0
0.06790618320828014,-0.10364206389454599,0.03590800883067742,1
-0.370418079907321,-0.1943876378865495,-0.23571994087732073,0
-0.11803701574461176,-0.1481757215518344,-0.10897943412067135,0
0.2773761825674499,0.04043824303905767,0.3127207974514527,0
0.379619964750159,0.04046520561205055,0.06917739185429665,1
0.27996122640760013,0.04080164423976958,0.05189459547839188,1
-0.5448199523607768,-0.19820412548949812,-0.5249187335674971,1
0.25186225719905364,-0.021412481519515178,-0.1367759316252576,1
0.3988264490332465,0.3109993447734872,0.20960011240853887,1
0.43249247155391257,0.39165024152043637,0.21939369702155131,1
0.39989995768524156,0.3351352029487819,0.4648094055594269,0
0.09380414033284683,-0.016295618664667486,0.036196055436944395,0
-0.40771327997059925,-0.20760329183741238,-0.2515625042219017,0
0.28244081892919914,-0.07392130860430189,0.15746367667455438,1
0.48529503188441314,0.4873972604716114,0.364857233185434,1
-0.5908633974342814,-0.21454168135818663,-0.3312073908542087,0
0.41993766506008856,0.1353195160284429,0.04829401290007519,1
-0.6182526630135913,-0.1791835822111279,-0.43692049535350475,1
-0.5762739935487888,-0.018164224673924145,-0.39702604038578604,1
-0.024255391923774017,-0.12758369954602816,-0.06548439657464082,1
0.4807943297645877,0.4808170396509406,0.3408053415622948,0
-0.5330438124523096,-0.2055724505347396,-0.4932336068783335,1
0.33614239348568165,0.2015670750844481,0.019921422182964537,1
-0.6856720409695324,-0.3901259570688885,-0.3345199268262552,1
-0.6593108238178259,-0.22891108199229737,-0.5555956971347324,1
0.035700939129273565,-0.11460323443699337,-0.04474504092355287,1
0.4639232458152027,0.17058789130191931,0.06888934524803125,1
0.33499482919751367,0.12557996176593877,0.5129131888057021,0
0.3624115721198715,0.28552289767913536,0.26389689768951474,0
0.33636896615472445,0.1861676569363942,0.07997913958923873,1
0.47326886811623414,0.4478960665021554,0.23394005063794038,0
0.43859536616035777,0.38609991344336553,0.37306656146398914,0
0.27098852435184245,0.08145164584340418,0.3127207974514527,0
-0.4608158196464195,-0.24603665251858786,-0.2907368426739592,0
0.7654499681126656,0.30027341604619506,0.40086305896857216,0
-0.25337587652125515,-0.1693819383664874,-0.22707854268937155,1
0.5871519085429213,0.43845193894216794,0.39740649969338737,1
0.30239229736747353,-0.001821349934207031,0.005087021960311661,1
-0.4559881546395682,-0.2941582732662353,-0.1998581383973161,1
0.47772297792467067,0.3853593008518052,0.1727301468066062,0
0.32475505628803103,-0.05437531825074772,0.23379602733480845,1
0.43217443331632266,0.3814953239589992,0.3874688917772447,0
-0.13645693223867958,-0.13179171014521812,-0.08939226489464658,1
0.38265465542125343,-0.050952702325660834,0.2072957395584189,1
0.2435842065574201,0.021218011673239293,0.13859662396419073,1
0.26461229703731753,0.12048533063420085,0.13441994817334485,0
0.4276183590626942,0.3907005239453547,0.3340362463150651,0
0.3919751403277951,-0.0320966804253492,0.1626485155873268,1
0.35469646558784895,0.15014837463706926,0.1590479330090117,1
-0.7004282757729509,-0.029331717335154064,-0.3088837788686618,0
0.4879509546433599,0.48035394492079037,0.311136541116989,0
-0.10097869568750237,-0.14814862745692986,-0.12280567122139774,0
0.10498885075267256,-0.006686732137540716,0.008111511326095954,0
