h_1,h_2,x_1,x_2,x_3,y
-0.5079072651921934,-0.42678315597849764,-0.3487961956414113,-0.1567704023298478,-0.1972657189409291,0
0.20840640678949116,0.5792400828330164,-0.049914615117933964,-0.13587325985802534,-0.05756311490235112,1
-0.4085812267265898,0.4867215517183059,-0.7343772375514772,-0.3594390490031806,-0.5155572188638804,1
-0.6863622121302354,0.8104033388418714,-0.12715594423806634,0.049691049422783885,-0.722662728768493,1
-0.2706784944240354,0.4181667450303798,-0.7478380825116302,-0.36058734663288455,-0.44743419648217975,1
-0.38891586925658267,0.5330016228937767,-0.7224500478284558,-0.3247567517553589,-0.5433537163684635,1
-0.6430572216923305,-0.5507760936754419,-0.40513376385173083,-0.0904168919009077,-0.1972657189409291,0
-0.1296197868216758,0.43880608038322255,-0.5791291068493887,-0.24274352471893174,-0.3922732713824094,1
-0.5418626698332447,0.16550195340041537,-0.789085134396485,-0.34063437584798284,-0.33077532094480977,1
-0.5427049411895384,-0.4405990717211835,-0.3800338057327147,-0.1412603087170814,-0.1972657189409291,0
0.42967272661656664,0.457609039678876,0.48801944070931935,0.032833957739479766,0.08790042126152844,1
0.629392601970224,0.439318878107618,0.6924849936840182,0.1878999746462462,0.40359950172808945,1
-0.5232304041979613,0.5648411527675598,-0.5440495905625756,-0.19799244682226536,-0.5249187335674971,1
0.05710079268199441,-0.8506121507847815,0.24459418803568653,-0.03500997567934805,0.3127207974514527,0
0.4139339558917953,-0.6027945252380579,0.5163978127142014,0.08572385364773974,0.610560988329575,0
-0.5594818191650553,-0.5024939666444024,-0.354541747547923,-0.14263913988647858,-0.1972657189409291,0
-0.05111649997151268,0.2458655833971175,-0.15522474335637407,-0.14595583999805162,-0.12093336828067502,1
-0.32239682284791354,0.4617129322908298,-0.7733784512683849,-0.377137549781247,-0.4651490627674867,1
-0.2225502134659106,0.411254981108125,-0.6974359582617535,-0.31806195245587027,-0.4454178702383236,1
-0.5246454111329659,0.5108567571588444,-0.5939712524640206,-0.24762816213781463,-0.5159892887732792,1
0.2771444251839947,-0.7161541209041813,0.3785006392764486,0.05653580268782245,0.6955347371777847,0
0.17379277407348048,-0.8319322465441872,0.2922355614134144,0.02828308112092575,0.5414298028259497,0
0.5540401659516826,-0.3454339711832892,0.6654919290226119,0.23271662211629712,0.47143447750351986,0
-0.25269548288330584,-0.5231813003910271,0.008443055875423211,-0.1636585735799208,-0.02976661739776647,0
0.5646946544837337,-0.18459092762560741,0.602640484450019,0.40272037342283395,0.4267872535324294,0
0.5196025934379807,-0.4230493228299665,0.646024619438163,0.17248687982291494,0.4786356426601485,0
-0.24359522986841764,-0.39816244477410456,-0.028815808035488583,-0.10171674239888139,-0.05569081196162683,0
-0.45559313487878433,0.22765061017057395,-0.7909313516872972,-0.4339989192730604,-0.3520907698084285,1
0.5061040760354186,-0.4258257134158913,0.6334236848088988,0.1724734692439429,0.4786356426601485,0
-0.06121324770980309,0.29556126750762396,-0.24720821656692307,-0.16587815043110432,-0.2743181861168475,1
-0.7263734099390008,-0.5594606958298156,-0.45802616980623545,-0.027734770864314598,-0.1972657189409291,0
0.5029480608239668,0.7727235568004585,0.27311264835643245,-0.002006059202022667,0.2165132309589021,1
0.26219534556253565,0.6296071988608462,-0.01249803872553773,-0.12730734720958192,0.01646486290778294,1
-0.32243236092759403,0.4339403331535876,-0.7746180477023016,-0.3901614791242327,-0.48531232520604384,1
-0.45010563952791555,0.5499747060710403,-0.6507770766583238,-0.27548663448675875,-0.5355764579993056,1
0.44294907342934925,-0.4928297394109974,0.5722431215186096,0.1319735058892676,0.3971184530871268,0
-0.3234057507699391,0.44471656596785275,-0.7745646050490697,-0.385863848063525,-0.4853123252060437,1
0.5863342284031529,-0.34498601506083226,0.6972425299284054,0.2250958393730081,0.47143447750351986,0
0.5180818953121551,-0.3223088762379455,0.6230023876670153,0.2661516928422638,0.43542865172038336,0
0.019047125196653438,0.4228162444589621,-0.23329063535427183,-0.1683214742799018,-0.3734062186720473,1
0.8888819087671928,0.6051671843005423,0.8118666398769651,0.5596937757334791,0.47143447750352624,1
-0.5623701463801876,0.46772247678885787,-0.587053910779991,-0.24150706442407915,-0.4827199057496584,1
0.22893718260061974,0.5892724264020198,-0.021360622439556665,-0.13055962696289736,-0.0794546569784991,1
0.4225626628508471,-0.4828839083437734,0.5553487789083559,0.13968857548265956,0.3971184530871268,0
0.2547449417098372,-0.7176191608074067,0.3654859601202729,0.05200466394472924,0.6955347371777847,0
-0.13233661399223326,-0.4507176134660206,0.10775937220700096,-0.021834646150580103,0.02885086697718232,0
0.4591207215994346,-0.3325131041051493,0.5724152199026086,0.27315952557791245,0.3835802625926658,0
-0.8112475318654929,0.524973453728225,-0.21767934729403002,0.02533812899683833,-0.5305356423896683,1
0.2587401011939206,-0.6585466640442685,0.386424591832637,0.060355697955817265,0.6955347371777847,0
-0.24282467973190688,0.6637478687320818,-0.7464842346604171,-0.2275233355815739,-0.4301514001062734,1
-0.5285225944926059,-0.48597843189025314,-0.3305467720410631,-0.1569956748572135,-0.1972657189409291,0
0.4409810743979553,-0.4956134819637091,0.5700977744058233,0.1303809153478943,0.3971184530871268,0
0.7542879287026075,0.46718158180754693,0.7911562144019143,0.38985037268087197,0.4720105707160539,1
0.4923115082395051,-0.2866463262976013,0.585825473387583,0.31304945784215643,0.43542865172038336,0
0.4181033039733917,0.48628939886246925,0.45123429205417365,0.003916080759050797,0.09078088732418083,1
-0.4016151504269216,-0.4005537109030087,-0.23126079149069326,-0.1737936794581949,-0.17710245650237036,0
0.5417593806379662,0.6186429961879502,0.5064184916080176,0.004028903674359735,0.27354645899939517,1
0.48883960562514767,-0.45583495561971643,0.617319284542464,0.1525365742568522,0.43830911778303416,0
-0.5538222230372603,0.25067865036189874,-0.7619827469257292,-0.3425427588496589,-0.37859105758481965,1
0.4260341715488641,-0.41614627616140265,0.5588812597644823,0.19377491712424372,0.3922216607806198,0
-0.09746251559662936,-0.4604069995842054,0.14150096376503576,0.0029224791346613016,0.07637855701092366,0
-0.5068934518676644,-0.515728337232462,-0.28545870698692555,-0.17822044121405928,-0.17710245650237033,0
-0.6446934625528516,0.5181955418353533,-0.4238113325426256,-0.10857133357699296,-0.5159892887732792,1
-0.4659518569155747,0.6842254225213965,-0.513325379390322,-0.1289644214765691,-0.6996190002672851,1
0.06670251044336933,0.3720966841539781,-0.04042407568747375,-0.1331502691839499,-0.15276251827297369,1
0.20183696795405215,0.5888625697702722,-0.07959558542789794,-0.14090932830790426,-0.0794546569784991,1
-0.48499608980320796,-0.4824795635842127,-0.28076013864689964,-0.17602512102912277,-0.17710245650237033,0
-0.36633297520950103,0.5099797150835835,-0.7492207458036935,-0.3500108273067225,-0.5174295218046031,1
-0.30934187250895123,-0.442750857853578,-0.08731298340813637,-0.1494681561074947,-0.08665582213512608,0
0.4497515772191685,0.48243600937146974,0.49489466457614006,0.015055021748395209,0.19015696648564287,1
-0.13462545860650516,-0.4790317104378552,0.1103864704454011,-0.03920206723244547,0.028850866977182327,0
-0.13042208794825022,0.7424659520677991,-0.7382745357147384,-0.16265676229293402,-0.4288551903780832,1
-0.20835640096123154,-0.4730628099230786,0.03768626749617094,-0.09592355964667064,-0.0136360074469217,0
-0.6523703587528636,0.3975009441748246,-0.5440061800368513,-0.1655372560657889,-0.48271990574965845,1
0.34195054318638535,-0.47809994887869706,0.4861901869169485,0.14817385896032914,0.63504494986211,0
0.4840490299632816,-0.37393812913099683,0.6056474036841111,0.22289613154626248,0.38358026259266587,0
0.8294037029836276,0.5576050905570986,0.817053554645258,0.47677163252328125,0.5261633326938945,1
-0.44748696439420327,0.5489231815643135,-0.6546115496918595,-0.27840840998325356,-0.5355764579993056,1
-0.36279742699818385,-0.4129535019983348,-0.17170038303812915,-0.16624262127348233,-0.10681908457368325,0
-0.4262701360840735,-0.47290947000788275,-0.2143263825107571,-0.18605311318152234,-0.1426808870536895,0
-0.12639664238651077,0.3583516113308344,-0.48336554917936936,-0.22299501426931212,-0.28713626009564736,1
-0.3017381749844963,0.296418506866492,-0.7212006638579778,-0.391812361340362,-0.32213392275685576,1
-0.4268534814881068,0.5753432599210462,-0.6568739698333788,-0.2646495459568284,-0.5462341824311142,1
0.4360912807945423,0.424312346657929,0.5152798059494971,0.06832065462902562,0.09366135338683002,1
0.45124520576825544,0.3524826966016899,0.5522135773744814,0.15594029155323005,0.16279253889045553,1
0.4754590845979235,0.6937042155305524,0.31863967715281083,-0.040361668480755994,0.23379602733480845,1
-0.29895232626708573,-0.4805063018408606,-0.0572815173614703,-0.15999089756969453,-0.06721267621223162,0
-0.12663590341515507,-0.48147337707730026,0.11803006368577884,-0.034055171607024856,0.028850866977182327,0
0.5268444504437569,-0.13819185819163193,0.5494581868670849,0.45157390741197173,0.395102126843269,0
-0.2123069412232702,0.45975419575223725,-0.7136847560341508,-0.30730030382896456,-0.3830557799819262,1
0.3894810850170117,0.47401317957056943,0.42352495609899177,0.0073253497690783514,0.08473190859261384,1
0.031667008097562975,0.13059545107271123,0.16675299360336138,-0.04792613140102968,0.010271860873080862,1
0.16916252325540304,-0.8441971415788241,0.2870122537383283,0.027778373782880394,0.5414298028259497,0
0.10247723279215765,0.5787763477199455,-0.2837214768027855,-0.17272022984038815,-0.25991585580359355,1
0.3344276727105016,0.48710051226117673,0.32815156454779726,-0.023614873547912946,0.00638323168850356,1
0.5766101793524536,0.4286350917650491,0.6468041221084708,0.13406997139113092,0.3294275006148219,1
