h_1,h_2,x_1,x_2,x_3,y,z_1,z_2
-0.5079072651921934,-0.4267831559784976,-0.3487961956414113,-0.1567704023298478,-0.1972657189409291,0,12.530251,0.0
0.2084064067894911,0.5792400828330164,-0.0499146151179339,-0.1358732598580253,-0.0575631149023511,1,9.211573,0.47035244
-0.4085812267265898,0.4867215517183059,-0.7343772375514772,-0.3594390490031806,-0.5155572188638804,1,19.174109,0.0
-0.6863622121302354,0.8104033388418714,-0.1271559442380663,0.0496910494227838,-0.722662728768493,1,14.096041,0.0
-0.2706784944240354,0.4181667450303798,-0.7478380825116302,-0.3605873466328845,-0.4474341964821797,1,18.695078,0.0
-0.3889158692565826,0.5330016228937767,-0.7224500478284558,-0.3247567517553589,-0.5433537163684635,1,19.094177,0.0
-0.6430572216923305,-0.5507760936754419,-0.4051337638517308,-0.0904168919009077,-0.1972657189409291,0,12.455313,0.0
-0.1296197868216758,0.4388060803832225,-0.5791291068493887,-0.2427435247189317,-0.3922732713824094,1,16.301855,0.0
-0.5418626698332447,0.1655019534004153,-0.789085134396485,-0.3406343758479828,-0.3307753209448097,1,17.847229,0.0
-0.5427049411895384,-0.4405990717211835,-0.3800338057327147,-0.1412603087170814,-0.1972657189409291,0,12.633289,0.0
0.4296727266165666,0.457609039678876,0.4880194407093193,0.0328339577394797,0.0879004212615284,1,3.244895,1.9710954
0.629392601970224,0.439318878107618,0.6924849936840182,0.1878999746462462,0.4035995017280894,1,0.0,2.4564884
-0.5232304041979613,0.5648411527675598,-0.5440495905625756,-0.1979924468222653,-0.5249187335674971,1,16.88656,0.0
0.0571007926819944,-0.8506121507847815,0.2445941880356865,-0.035009975679348,0.3127207974514527,0,3.4269476,1.322382
0.4139339558917953,-0.6027945252380579,0.5163978127142014,0.0857238536477397,0.610560988329575,0,0.0,2.0651538
-0.5594818191650553,-0.5024939666444024,-0.354541747547923,-0.1426391398864785,-0.1972657189409291,0,12.472574,0.0
-0.0511164999715126,0.2458655833971175,-0.155224743356374,-0.1459558399980516,-0.120933368280675,1,10.519123,0.14061633
-0.3223968228479135,0.4617129322908298,-0.7733784512683849,-0.377137549781247,-0.4651490627674867,1,19.127884,0.0
-0.2225502134659106,0.411254981108125,-0.6974359582617535,-0.3180619524558702,-0.4454178702383236,1,18.052795,0.0
-0.5246454111329659,0.5108567571588444,-0.5939712524640206,-0.2476281621378146,-0.5159892887732792,1,17.481295,0.0
0.2771444251839947,-0.7161541209041813,0.3785006392764486,0.0565358026878224,0.6955347371777847,0,0.0,1.6791074
0.1737927740734804,-0.8319322465441872,0.2922355614134144,0.0282830811209257,0.5414298028259497,0,0.7430906,1.4212254
0.5540401659516826,-0.3454339711832892,0.6654919290226119,0.2327166221162971,0.4714344775035198,0,0.0,2.3202121
-0.2526954828833058,-0.5231813003910271,0.0084430558754232,-0.1636585735799208,-0.0297666173977664,0,8.7757,0.6969861
0.5646946544837337,-0.1845909276256074,0.602640484450019,0.4027203734228339,0.4267872535324294,0,0.0,1.8852746
0.5196025934379807,-0.4230493228299665,0.646024619438163,0.1724868798229149,0.4786356426601485,0,0.0,2.3406208
-0.2435952298684176,-0.3981624447741045,-0.0288158080354885,-0.1017167423988813,-0.0556908119616268,0,8.822883,0.49155742
-0.4555931348787843,0.2276506101705739,-0.7909313516872972,-0.4339989192730604,-0.3520907698084285,1,18.674322,0.0
0.5061040760354186,-0.4258257134158913,0.6334236848088988,0.1724734692439429,0.4786356426601485,0,0.0,2.3006504
-0.061213247709803,0.2955612675076239,-0.247208216566923,-0.1658781504311043,-0.2743181861168475,1,12.566561,0.0
-0.7263734099390008,-0.5594606958298156,-0.4580261698062354,-0.0277347708643145,-0.1972657189409291,0,12.382333,0.0
0.5029480608239668,0.7727235568004585,0.2731126483564324,-0.0020060592020226,0.2165132309589021,1,3.826804,1.3545625
0.2621953455625356,0.6296071988608462,-0.0124980387255377,-0.1273073472095819,0.0164648629077829,1,8.2771015,0.58821046
-0.322432360927594,0.4339403331535876,-0.7746180477023016,-0.3901614791242327,-0.4853123252060438,1,19.395319,0.0
-0.4501056395279155,0.5499747060710403,-0.6507770766583238,-0.2754866344867587,-0.5355764579993056,1,18.215385,0.0
0.4429490734293492,-0.4928297394109974,0.5722431215186096,0.1319735058892676,0.3971184530871268,0,0.0,2.1493263
-0.3234057507699391,0.4447165659678527,-0.7745646050490697,-0.385863848063525,-0.4853123252060437,1,19.365763,0.0
0.5863342284031529,-0.3449860150608322,0.6972425299284054,0.2250958393730081,0.4714344775035198,0,0.0,2.431239
0.5180818953121551,-0.3223088762379455,0.6230023876670153,0.2661516928422638,0.4354286517203833,0,0.0,2.135141
0.0190471251966534,0.4228162444589621,-0.2332906353542718,-0.1683214742799018,-0.3734062186720473,1,13.329056,0.0
0.8888819087671928,0.6051671843005423,0.8118666398769651,0.5596937757334791,0.4714344775035262,1,0.0,2.3441741
-0.5623701463801876,0.4677224767888578,-0.587053910779991,-0.2415070644240791,-0.4827199057496584,1,17.111937,0.0
0.2289371826006197,0.5892724264020198,-0.0213606224395566,-0.1305596269628973,-0.0794546569784991,1,9.170262,0.55065525
0.4225626628508471,-0.4828839083437734,0.5553487789083559,0.1396885754826595,0.3971184530871268,0,0.0,2.085318
0.2547449417098372,-0.7176191608074067,0.3654859601202729,0.0520046639447292,0.6955347371777847,0,0.0,1.6439112
-0.1323366139922332,-0.4507176134660206,0.1077593722070009,-0.0218346461505801,0.0288508669771823,0,6.6532817,0.8295163
0.4591207215994346,-0.3325131041051493,0.5724152199026086,0.2731595255779124,0.3835802625926658,0,0.0,1.9576974
-0.8112475318654929,0.524973453728225,-0.21767934729403,0.0253381289968383,-0.5305356423896683,1,13.239174,0.0
0.2587401011939206,-0.6585466640442685,0.386424591832637,0.0603556979558172,0.6955347371777847,0,0.0,1.699107
-0.2428246797319068,0.6637478687320818,-0.7464842346604171,-0.2275233355815739,-0.4301514001062734,1,17.635675,0.0
-0.5285225944926059,-0.4859784318902531,-0.3305467720410631,-0.1569956748572135,-0.1972657189409291,0,12.410021,0.0
0.4409810743979553,-0.4956134819637091,0.5700977744058233,0.1303809153478943,0.3971184530871268,0,0.0,2.144664
0.7542879287026075,0.4671815818075469,0.7911562144019143,0.3898503726808719,0.4720105707160539,1,0.0,2.507371
0.4923115082395051,-0.2866463262976013,0.585825473387583,0.3130494578421564,0.4354286517203833,0,0.0,1.9539748
0.4181033039733917,0.4862893988624692,0.4512342920541736,0.0039160807590507,0.0907808873241808,1,3.6624215,1.8937368
-0.4016151504269216,-0.4005537109030087,-0.2312607914906932,-0.1737936794581949,-0.1771024565023703,0,11.691034,0.0
0.5417593806379662,0.6186429961879502,0.5064184916080176,0.0040289036743597,0.2735464589993951,1,1.7464023,2.0950265
0.4888396056251476,-0.4558349556197164,0.617319284542464,0.1525365742568522,0.4383091177830341,0,0.0,2.270599
-0.5538222230372603,0.2506786503618987,-0.7619827469257292,-0.3425427588496589,-0.3785910575848196,1,18.084114,0.0
0.4260341715488641,-0.4161462761614026,0.5588812597644823,0.1937749171242437,0.3922216607806198,0,0.0,2.0229506
-0.0974625155966293,-0.4604069995842054,0.1415009637650357,0.0029224791346613,0.0763785570109236,0,5.85764,0.9100809
-0.5068934518676644,-0.515728337232462,-0.2854587069869255,-0.1782204412140592,-0.1771024565023703,0,12.082722,0.0
-0.6446934625528516,0.5181955418353533,-0.4238113325426256,-0.1085713335769929,-0.5159892887732792,1,15.401186,0.0
-0.4659518569155747,0.6842254225213965,-0.513325379390322,-0.1289644214765691,-0.6996190002672851,1,17.69136,0.0
0.0667025104433693,0.3720966841539781,-0.0404240756874737,-0.1331502691839499,-0.1527625182729736,1,9.935588,0.4830928
0.2018369679540521,0.5888625697702722,-0.0795955854278979,-0.1409093283079042,-0.0794546569784991,1,9.629128,0.37979457
-0.4849960898032079,-0.4824795635842127,-0.2807601386468996,-0.1760251210291227,-0.1771024565023703,0,12.036457,0.0
-0.366332975209501,0.5099797150835835,-0.7492207458036935,-0.3500108273067225,-0.5174295218046031,1,19.224936,0.0
-0.3093418725089512,-0.442750857853578,-0.0873129834081363,-0.1494681561074947,-0.086655822135126,0,9.7997265,0.36579856
0.4497515772191685,0.4824360093714697,0.49489466457614,0.0150550217483952,0.1901569664856428,1,2.4542446,2.0315926
-0.1346254586065051,-0.4790317104378552,0.1103864704454011,-0.0392020672324454,0.0288508669771823,0,6.7537527,0.8612531
-0.1304220879482502,0.7424659520677991,-0.7382745357147384,-0.162656762292934,-0.4288551903780832,1,17.129206,0.0
-0.2083564009612315,-0.4730628099230786,0.0376862674961709,-0.0959235596466706,-0.0136360074469217,0,7.9838343,0.70084834
-0.6523703587528636,0.3975009441748246,-0.5440061800368513,-0.1655372560657889,-0.4827199057496584,1,16.30856,0.0
0.3419505431863853,-0.478099948878697,0.4861901869169485,0.1481738589603291,0.63504494986211,0,0.0,1.888676
0.4840490299632816,-0.3739381291309968,0.6056474036841111,0.2228961315462624,0.3835802625926658,0,0.0,2.1308796
0.8294037029836276,0.5576050905570986,0.817053554645258,0.4767716325232812,0.5261633326938945,1,0.0,2.4802396
-0.4474869643942032,0.5489231815643135,-0.6546115496918595,-0.2784084099832535,-0.5355764579993056,1,18.260818,0.0
-0.3627974269981838,-0.4129535019983348,-0.1717003830381291,-0.1662426212734823,-0.1068190845736832,0,10.64741,0.11769745
-0.4262701360840735,-0.4729094700078827,-0.2143263825107571,-0.1860531131815223,-0.1426808870536895,0,11.369971,0.0039537847
-0.1263966423865107,0.3583516113308344,-0.4833655491793693,-0.2229950142693121,-0.2871362600956473,1,14.638783,0.0
-0.3017381749844963,0.296418506866492,-0.7212006638579778,-0.391812361340362,-0.3221339227568557,1,17.66887,0.0
-0.4268534814881068,0.5753432599210462,-0.6568739698333788,-0.2646495459568284,-0.5462341824311142,1,18.272648,0.0
0.4360912807945423,0.424312346657929,0.5152798059494971,0.0683206546290256,0.09366135338683,1,2.7731404,2.0106215
0.4512452057682554,0.3524826966016899,0.5522135773744814,0.15594029155323,0.1627925388904555,1,1.3462267,2.0197299
0.4754590845979235,0.6937042155305524,0.3186396771528108,-0.0403616684807559,0.2337960273348084,1,3.6373506,1.5532066
-0.2989523262670857,-0.4805063018408606,-0.0572815173614703,-0.1599908975696945,-0.0672126762122316,0,9.5062685,0.47807917
-0.126635903415155,-0.4814733770773002,0.1180300636857788,-0.0340551716070248,0.0288508669771823,0,6.6677847,0.87857497
0.5268444504437569,-0.1381918581916319,0.5494581868670849,0.4515739074119717,0.395102126843269,0,0.0,1.6461188
-0.2123069412232702,0.4597541957522372,-0.7136847560341508,-0.3073003038289645,-0.3830557799819262,1,17.560211,0.0
0.3894810850170117,0.4740131795705694,0.4235249560989917,0.0073253497690783,0.0847319085926138,1,3.875339,1.8003385
0.0316670080975629,0.1305954510727112,0.1667529936033613,-0.0479261314010296,0.0102718608730808,1,6.5942125,1.0492079
0.169162523255403,-0.8441971415788241,0.2870122537383283,0.0277783737828803,0.5414298028259497,0,0.7813697,1.4053296
0.1024772327921576,0.5787763477199455,-0.2837214768027855,-0.1727202298403881,-0.2599158558035935,1,12.734754,0.0
0.3344276727105016,0.4871005122611767,0.3281515645477972,-0.0236148735479129,0.0063832316885035,1,5.3850923,1.5280815
0.5766101793524536,0.4286350917650491,0.6468041221084708,0.1340699713911309,0.3294275006148219,1,0.0,2.3733695
-0.6421031087599213,-0.5186466459609388,-0.4262887294867713,-0.0856127916626367,-0.1972657189409291,0,12.56382,0.0
-0.724048483397587,0.4962107230143833,-0.344457972387145,-0.042214037233043,-0.4827199057496584,1,14.139269,0.0
0.1544135397631605,-0.984376118510128,0.2390132473502996,0.0466456416374075,0.5414298028259497,0,0.9734316,1.2275869
-0.2609224439740568,-0.4050011648252997,-0.0469013111671461,-0.114324780176746,-0.0556908119616268,0,9.029213,0.45115143
0.1807186520903871,-0.8224709728904088,0.2975950814625078,0.030143219322347,0.5414298028259497,0,0.6946931,1.4357274
0.4155114630723471,-0.4650608034419634,0.5503903364579975,0.1531389103054184,0.3971184530871268,0,0.0,2.051461
0.2524368026808056,-0.6167324240795403,0.3929100590636848,0.0701832423137016,0.6868933389898307,0,0.0,1.7052028
-0.7222021212399853,-0.5313239704927809,-0.4753213970303026,-0.0282860399559779,-0.2174289813794862,0,12.67215,0.0
0.419509783874017,-0.49629502610184,0.5510796665836694,0.1310758323645677,0.3971184530871268,0,0.0,2.0833747
-0.5108548120996916,-0.5160031753566469,-0.289938199711896,-0.1762348460443675,-0.1771024565023703,0,12.099118,0.0
-0.4193546092776795,-0.4651585820451012,-0.2105558404406582,-0.1837858439212368,-0.1426808870536895,0,11.32941,0.012864649
0.4523820632673868,-0.4563053596785992,0.5838827033348121,0.1561665650662478,0.3835802625926658,0,0.0,2.1517181
0.6382940395048765,-0.3327079478523642,0.7447640075227914,0.2248764440035332,0.485836807816777,1,0.0,2.584415
-0.4775962618084455,0.9136326969628784,-0.3124496978203789,0.0272495069127838,-0.7154615636118644,1,15.423848,0.0
0.4470297946779414,0.4781139153153407,0.4946313506741466,0.0180896415982675,0.1901569664856428,1,2.4353833,2.0266683
0.4475708678249846,0.3621431795392372,0.5477769984804524,0.1429604828208782,0.1627925388904555,1,1.464016,2.0231388
0.4359258593988557,-0.3734964973956727,0.5618471919274637,0.2347511589304255,0.3835802625926658,0,0.0,1.9759096
0.0280353443722393,0.1866708004427366,0.1072832920576276,-0.0837577310123043,-0.099041826204527,1,8.159759,0.8930207
0.2957437827028278,0.2894964375357217,0.4475891275432484,0.132718874402089,0.0638485296383907,1,3.0395932,1.7047497
-0.4142976245126499,0.6600551585719657,-0.6038858670169386,-0.1846552415272689,-0.6088843192937754,1,17.90592,0.0
0.4003236859610521,0.4692469158829869,0.4422955294971714,0.0146699609724106,0.0619762266976696,1,3.8928201,1.8467333
0.1000317532788327,-0.8999811786931159,0.2501854456671922,0.0053805409124372,0.3127207974514527,0,3.1152172,1.2857058
0.6393480539989052,0.3581656809663365,0.6884229322569544,0.3172652168324794,0.3805557732268815,1,0.0,2.26598
-0.2581876553660677,0.4193534360642092,-0.7383253780547119,-0.3499180168856243,-0.4212219553120541,1,18.337238,0.0
-0.3620654792142877,0.4440690005745889,-0.7733281249801527,-0.3969930842563303,-0.4559315713670019,1,19.184427,0.0
-0.8773905632470581,0.4873096845477069,-0.1919870339695869,0.0469478084931281,-0.4827199057496584,1,12.516184,0.0
-0.1815251963410356,0.4328705969612489,-0.6580620864593753,-0.2821103838969576,-0.4454178702383236,1,17.545826,0.0
0.5700472181777818,0.5565324735349036,0.593557275498845,0.0382533709886647,0.2770030182745752,1,0.90321827,2.3259423
-0.3648004937988569,-0.4682631897026009,-0.1410811464369926,-0.1791929799461274,-0.1068190845736832,0,10.531105,0.23231441
0.1663358218850986,0.2779065715428592,0.2880241172263724,-0.0106590550461642,0.0527587352971864,1,5.172242,1.3899615
-0.6596447990980315,-0.496862764453635,-0.4565742921158827,-0.0694958932007487,-0.2174289813794862,0,12.82706,0.0
0.4752134761741453,0.213404924320719,0.5479990533851096,0.3396300608362104,0.357079974816273,1,0.0,1.7868395
0.3316516142970551,-0.5977817551614169,0.4556557332462829,0.0833006183454205,0.6350449498621099,0,0.0,1.8791829
-0.5219364578752663,0.3417248655039989,-0.7348544872781136,-0.3682956581108477,-0.4554995014576046,1,18.729094,0.0
0.488298951998891,0.3399137750556916,0.5788990390063222,0.186195620150597,0.2553995228046894,1,0.17872286,2.0769856
-0.4429498035891487,-0.4375465264671146,-0.2588559323875697,-0.1755526135503846,-0.1771024565023703,0,11.8871,0.0
0.4132963753959618,-0.5259204847790432,0.5404832712564571,0.1143557759689151,0.4869889942418435,0,0.0,2.0852168
0.3930127049457736,0.5973141345057843,0.2912763784114035,-0.0718494643298603,0.1574636766745544,1,4.67999,1.4978039
0.2504586444088206,-0.7635113729179296,0.3469002961040107,0.0496373879813286,0.5414298028259497,0,0.23327732,1.5659294
