h_0,h_1,x_0,x_1,x_2,x_3,y
0.0011085547122109732,-0.2895440692501988,-0.06407690132910598,-0.18977266547009564,-0.38714420371901825,0.5101181222404702,-0.2884355145379878
-1.1160663030644142,-0.012882756745794295,0.26270750280421074,-1.4249729980309382,0.6018369013812371,1.55993222439607,-1.1289490598102085
-0.3783614642079181,-0.4811353628769039,0.009002559520818704,-0.1924918264363184,0.2629519066683367,0.8983293181099302,-0.859496827084822
-1.517331178795672,-0.49087198122174647,0.17833676944487944,-1.0286586081642959,1.1161870877980349,1.8368904251477258,-2.0082031600174184
-0.24068057850267277,-0.6479474602216037,-0.05963674812606265,0.15315735309073591,0.21937764892439993,0.7592163710987019,-0.8886280387242764
0.6358910802468317,1.7401173052851766,1.2481809139618654,1.4481642912083963,-0.031425862890961456,-1.0753094737180644,2.376008385532008
0.2966822177114033,0.7075036618518883,0.2331919467737545,0.1980537516207458,-0.44649842354402003,-0.7432552673509901,1.0041858795632916
1.8228157631182367,0.4307690294988926,-1.7111782754786837,-1.34423260080521,-1.574845162166161,-1.9327638476485538,2.2535847926171293
1.542729625488087,-0.9007211714166887,-1.5298395568948098,-0.45093014200143566,-1.243440883502582,-0.8297460694526995,0.6420084540713982
-0.13712501037800534,1.29757901208005,0.9475969408882008,1.1762554600909034,0.5988143600447352,-0.29664402860673494,1.1604540017020448
0.6752711674321854,0.03195811696669851,-0.3245227248757073,-1.068108845677231,-1.4303178027032173,-1.1119894895048377,0.7072292843988839
0.9181458962974814,0.3805094664402412,-0.3806462997678049,-0.7419879663273363,-1.3810335758670236,-1.3272301297488969,1.2986553627377226
0.5163674872379074,-0.35523945834610365,-0.3280905976764766,-0.47881474049774014,-0.9969479432973042,-0.011696241337404214,0.16112802889180372
0.2087770012272209,0.32841107596844443,0.06288044116740585,-0.28822997378421716,-0.6333057444429422,-0.6537094550139716,0.5371880771956653
-0.4982247664794937,-2.0917767735404675,-0.1263032714600588,2.062917922446453,1.688193104742098,1.0166051065571657,-2.590001540019961
-0.08258774062153114,2.4551826523000084,3.5745530253596716,2.902302742085917,1.4455656155614984,-0.35292618949867194,2.3725949116784775
-2.67211000417194,-0.9132792805867463,0.16376283557720273,-1.2758298841377564,0.7178164825048231,2.3139634642902407,-3.5853892847586866
-0.2273143572445785,0.2693153769610189,0.19670594400419567,-0.3881059208674863,-0.09887630632440067,-0.20406831571119663,0.042001019716440435
1.1304612567766834,1.0423974474639612,-0.14399078743278057,0.06312829285947313,-1.0032345503595128,-1.498074731516592,2.1728587042406446
1.303810443080542,1.3894007323618391,0.029877339760547315,0.43890237461656023,-0.8081565875008067,-1.6245795663732694,2.6932111754423813
-0.6564525775252993,-0.05625729587743196,0.17852253791906408,-1.0186824413482776,0.24917768172117033,1.167413534846621,-0.7127098734027313
-0.4999026196066131,0.4364193809607939,0.3454662641508448,-0.3483341417099451,0.3751728636946223,0.06860211836292879,-0.06348323864581917
-0.3758130468909402,-0.9230615828512787,-0.06474255965319807,0.45280171854096224,0.6108298174605787,0.8957828620010644,-1.298874629742219
1.9172502421556965,-0.15030284180361367,-2.161165736932751,-1.8230610518665835,-1.760248623803329,-1.0283766687801317,1.7669474003520829
-0.6387297558974834,0.8247703305021407,0.6174907402790248,0.11341089844797964,0.8406827420572668,0.20122795863626647,0.18604057460465728
-1.2108387439544117,-0.5034053769268838,0.14687833266548725,-0.781587663998976,1.0419401024909396,1.6311066791028825,-1.7142441208812955
-0.7019156932929307,-1.9742710251235354,-0.08001300117325931,1.739770438782859,1.8203620896142758,1.2094387727297073,-2.6761867184164663
-2.655732165029709,-0.05768224877819821,0.3430496082447023,-2.5092477776412268,0.05768371170310313,2.3098339035025344,-2.7134144138079073
-0.656186586111883,-0.661706712753375,0.03631862922765792,-0.13702300772830894,0.7298576857930482,1.1671658333089097,-1.317893298865258
0.7693484386243861,-0.8990048922347671,-0.6029236322346891,0.12396895283302635,-0.8363625124991487,-0.24805546481422114,-0.12965645361038103
1.6936379214689148,-1.6973352390081782,-1.883997047407882,0.5961767741300583,-0.6010211113707484,-0.916041557201982,-0.0036973175392633895
-2.7933702050352007,-0.22615065065665918,0.2979143586921457,-2.366737266348904,0.02253771983405593,2.3427652883370795,-3.01952085569186
0.39742884061608463,1.6597036169630701,1.2498212971994973,1.5091249783212644,0.1826596302027406,-0.8444477335407542,2.0571324575791547
-0.49374681390585223,-0.37609768435451085,0.059129629784060105,-0.431559352670667,0.31998167403306343,1.0122434337916288,-0.869844498260363
-0.16973976963866497,2.4171063234742585,3.45872634430193,2.7818014947560816,1.5314679302809486,-0.26308070722852983,2.2473665538355934
-1.8088404901898092,0.3397511523834501,0.4611413930696161,-1.4663097967408398,0.9601637834164476,1.049058542124499,-1.4690893378063592
-0.02272976041286215,-0.9599970788526186,-0.17649101753255664,0.7701833696724745,0.17748919901484506,0.5347939322800908,-0.9827268392654808
-0.38311442074841556,0.10952999483143858,0.17498058834209598,-0.7370526326464792,-0.026318046576202084,-0.04656067654131443,-0.27358442591697696
-0.8551628381499428,0.00022160666418008032,0.23109622690090179,-1.248618471523412,0.39866827797590365,0.39659765462689206,-0.8549412314857627
0.6638550611981502,0.7494809479112313,0.0424122449734285,-0.014959575598610449,-0.8482956388563158,-1.1014033238895578,1.4133360091093814
-0.4658183722909045,-0.277439270521978,0.07634079162991016,-0.5543429619905449,0.20831584768332953,0.9849349303293916,-0.7432576428128825
0.03549953387756887,0.848221164511916,0.4484665619399662,0.5979174375778842,0.01045793204657721,-0.47511474117812147,0.8837206983894849
0.16299855722993525,1.2086236075404306,0.7321720695248658,1.0274302883709505,0.12637992855958136,-0.6067297858743705,1.371622164770366
0.5025207738494366,-1.5838221093219602,-0.4837809526272461,1.3201902474346445,-0.004729101859518769,0.001746259097664924,-1.0813013354725236
1.023033487768843,-0.6530174091842278,-0.7946290205493088,-0.4235573938100942,-1.2441303430011692,-0.46413012507225926,0.37001607858461516
0.5370451005769651,-0.007977062345967019,-0.24460331451678807,-0.9998243063055305,-1.296830527575591,-0.03168254218963208,0.529068038230998
0.92478416978027,0.04660833299825033,-0.5242982982028381,-1.23306354102666,-1.6516753507670716,-1.332827282022665,0.9713925027785203
0.1420198682435304,-1.6536613754744351,-0.30431936365396445,1.6910137051861285,0.5077776822883694,0.364496887747292,-1.5116415072309048
1.3679921038765201,0.025106245674682087,-1.0489672435905324,-1.5952620819159173,-1.9120092613783306,-1.6683880734449277,1.3930983495512022
-0.39548225066977266,1.2843875542424104,1.004740510653293,0.9641636580182076,0.9223540387547673,-0.0342309298258476,0.8889053035726378
0.5612770464949026,0.23972550066850365,-0.167713830842023,-0.6805180163438957,-1.1405066459147135,-1.004602598761616,0.8010025471634062
0.47989911413404873,0.06175295276312947,-0.18592056184051067,-0.8788685807966183,-1.1870414905062734,-0.925830264531075,0.5416520668971782
-1.070512307600478,-1.2732100264419355,0.022909030604054147,0.4439206048567886,1.5748980083728017,1.5244712892390844,-2.343722334042414
0.9200761187944111,1.0549185092515456,0.08400873579825886,0.23842864185670976,-0.8468627875424075,-1.3288592732079287,1.9749946280459567
0.5402880513425891,0.3090635167190658,-0.1241067456488361,-0.5639001325977143,-1.0613911984006816,-0.984443400120198,0.8493515680616548
0.9708612012765261,1.15472409804346,0.1357116203579668,0.3458178848932684,-0.8075228453952797,-1.3712331392769879,2.125585299319986
0.42260880865550593,0.9992089344118913,0.39431254452710013,0.5287258228176489,-0.37306305215098556,-0.8694475819166548,1.4218177430673973
0.8835202316414317,-0.530199180703972,-0.6388555626922395,-0.49820677922639733,-1.23322921235419,-0.34814128677338074,0.3533210509374597
